taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample141,B.1.1,0,0.989737742303307,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample142,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample143,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample144,B.1.525,0,0.964953271028037,Eta (B.1.525-like),0.9375,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample145,AY.27,0,0.964953271028037,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample146,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample147,B.1.1.7,0,0.960337948838301,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample148,B.1.1.7,0,0.947743467933492,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample149,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample150,AY.25,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample151,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.93
Sample152,B.1.36.36,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample153,B.1.1.7,0,0.998643761301989,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample154,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample155,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample156,AY.103,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample157,AY.25,0,0.971680594243268,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample158,B.1.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample159,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.97
Sample160,AZ.1,0,1,B.1.1.318-like,0.8421,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
Sample161,B.1.438.1,0,0.815824645816627,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample162,B.1.36.26,0,0.975011568718186,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample163,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample164,B.1.2,0,0.939176245210728,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample165,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample166,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample167,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample168,A.2.5.2,0,0.958382318363508,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample169,AY.25,0,0.968087584439786,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample170,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample171,AY.27,0,0.97761366258943,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample172,B.1.564.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample173,P.1.14,NA,NA,Gamma (P.1-like),0.75,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 2; Oth alleles 2
Sample174,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample175,B.1.438.1,0,0.999548328816621,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample176,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample177,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample178,B.1.1.7,0,0.966402239850677,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample179,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 0; Oth alleles 1
Sample180,B.1.2,0,0.977849561605907,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample181,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample182,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.95
Sample183,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample184,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample185,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample186,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.44
Sample187,B.1.1.176,0,0.977377654662973,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample188,B.1.1.7,0,0.9632576644044,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample189,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample190,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample191,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample192,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample193,B.1.1.7,0,0.784969829950631,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample194,AY.44,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample195,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample196,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample197,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample198,B.1.36.18,0,0.979967764218282,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample199,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample200,B.1.351,0,0.984643593857437,Beta (B.1.351-like),0.8571,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 1
Sample201,AL.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample202,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample203,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample204,AY.27,0,0.688184779389991,Delta (B.1.617.2-like),0.6154,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0
Sample205,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.68
Sample206,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample207,AY.27,0,0.99546485260771,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample208,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample209,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.66
Sample210,P.1.14,0,0.99977421539851,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample211,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample212,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample213,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample214,B.1.2,0,0.782297965915338,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample215,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample216,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample217,B.1.438.1,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample218,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample219,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample220,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample221,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample222,B.1.351,0,0.968087584439786,Beta (B.1.351-like),0.8571,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 1
Sample223,L.1,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample224,B.1.36.19,0,0.91315014720314,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample225,AY.74,0,0.999096249435156,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample226,B.1.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample227,B.1.279,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample228,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample229,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample230,B.1.1.7,0,0.909404234367307,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample231,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample232,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample233,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample234,B.1.617.2,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample235,B.1.243,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample236,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.78
Sample237,A,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample238,Q.8,0,0.968568102444703,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample239,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample240,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample241,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample242,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample243,AY.93,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample244,B.1.438.1,0,0.873346897253306,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample245,AY.74,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample246,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample247,B.1.160,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample248,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample249,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample250,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample251,B.1.2,0,0.97024639702464,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample252,B.1,0,0.991577509674482,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample253,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample254,AY.16,0,0.961069418386492,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample255,B.1.438.1,0,0.909672655673148,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample256,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample257,B.1.36,0,0.999548328816621,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample258,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample259,B.1.350,0,0.949240986717268,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample260,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample261,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample262,B.1.621,0,0.922927303671286,Mu (B.1.621-like),0.963,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample263,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.89
Sample264,B.1.1.7,0,0.98394495412844,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample265,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 0; Oth alleles 1
Sample266,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.33
Sample267,C.8,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample268,B.1.279,0,0.965678262899837,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample269,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.61
Sample270,B.1.160,0,0.990888382687927,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample271,B.1.438.1,0,0.992036405005688,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample272,B.1.36.36,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample273,B.1,0,0.990658464342675,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample274,B.1.1.7,0,0.994552882433046,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample275,AY.74,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample276,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample277,B.1.422,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample278,B.1.438.1,0,0.931500241196334,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample279,B.1.36,0,0.942973037461226,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample280,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample281,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample282,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample283,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
